category,prefix_offset_decimal,prefix_offset_hex,string_offset_decimal,string_offset_hex,prefix_size,prefix_hex,length,string_end_hex,before_hex,after_hex,value
resource,11612269,0xB1306D,11612270,0xB1306E,1,45,69,0xB130B3,65 64 2E 70 72 65 66 61 62 00 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 5E,5F 43 61 72 64 5F 44 4F 54 5F 48 69 74 5F 4C 76 33 2E 70 72 65 66 61 62 00 02 A8 0F 0E F6 02 0C,ffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00
resource,11612276,0xB13074,11612277,0xB13075,1,2F,47,0xB130A4,61 62 00 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 5E 45 66 66 65 63 74 73,61 72 5F 42 6C 61 63 6B 53 77 61 6E 5F 30 30 5F 43 61 72 64 5F 44 4F 54 5F 48 69 74 5F 4C 76 33,Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avat
resource,11612277,0xB13075,11612278,0xB13076,1,45,69,0xB130BB,62 00 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 5E 45 66 66 65 63 74 73 2F,54 5F 48 69 74 5F 4C 76 33 2E 70 72 65 66 61 62 00 02 A8 0F 0E F6 02 0C 0C 01 13 4D 6F 64 69 66,ff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DO
resource,11612281,0xB13079,11612282,0xB1307A,1,50,80,0xB130CA,1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 5E 45 66 66 65 63 74 73 2F 45 66 66 5F,62 00 02 A8 0F 0E F6 02 0C 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69 74 79 04,refab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3.prefa
resource,11612287,0xB1307F,11612288,0xB13080,1,2F,47,0xB130AF,01 0B 50 61 72 61 6D 45 6E 74 69 74 79 5E 45 66 66 65 63 74 73 2F 45 66 66 5F 50 72 65 66 61 62,6E 5F 30 30 5F 43 61 72 64 5F 44 4F 54 5F 48 69 74 5F 4C 76 33 2E 70 72 65 66 61 62 00 02 A8 0F,Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwa
resource,11612288,0xB13080,11612289,0xB13081,1,45,69,0xB130C6,0B 50 61 72 61 6D 45 6E 74 69 74 79 5E 45 66 66 65 63 74 73 2F 45 66 66 5F 50 72 65 66 61 62 2F,72 65 66 61 62 00 02 A8 0F 0E F6 02 0C 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74,ff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3.p
resource,11612292,0xB13084,11612293,0xB13085,1,41,65,0xB130C6,61 6D 45 6E 74 69 74 79 5E 45 66 66 65 63 74 73 2F 45 66 66 5F 50 72 65 66 61 62 2F 45 66 66 5F,72 65 66 61 62 00 02 A8 0F 0E F6 02 0C 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74,vatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3.p
resource,11612298,0xB1308A,11612299,0xB1308B,1,2F,47,0xB130BA,74 79 5E 45 66 66 65 63 74 73 2F 45 66 66 5F 50 72 65 66 61 62 2F 45 66 66 5F 41 76 61 74 61 72,4F 54 5F 48 69 74 5F 4C 76 33 2E 70 72 65 66 61 62 00 02 A8 0F 0E F6 02 0C 0C 01 13 4D 6F 64 69,Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_D
resource,11612313,0xB13099,11612314,0xB1309A,1,30,48,0xB130CA,50 72 65 66 61 62 2F 45 66 66 5F 41 76 61 74 61 72 2F 45 66 66 5F 42 6C 61 63 6B 53 77 61 6E 5F,62 00 02 A8 0F 0E F6 02 0C 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69 74 79 04,0/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3.prefa
resource,11612314,0xB1309A,11612315,0xB1309B,1,30,48,0xB130CB,72 65 66 61 62 2F 45 66 66 5F 41 76 61 74 61 72 2F 45 66 66 5F 42 6C 61 63 6B 53 77 61 6E 5F 30,00 02 A8 0F 0E F6 02 0C 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69 74 79 04 20,/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3.prefab
resource,11612315,0xB1309B,11612316,0xB1309C,1,2F,47,0xB130CB,65 66 61 62 2F 45 66 66 5F 41 76 61 74 61 72 2F 45 66 66 5F 42 6C 61 63 6B 53 77 61 6E 5F 30 30,00 02 A8 0F 0E F6 02 0C 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69 74 79 04 20,Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3.prefab
entity_selector,11612373,0xB130D5,11612374,0xB130D6,1,13,19,0xB130E9,61 72 64 5F 44 4F 54 5F 48 69 74 5F 4C 76 33 2E 70 72 65 66 61 62 00 02 A8 0F 0E F6 02 0C 0C 01,04 20 4D 41 76 61 74 61 72 5F 42 6C 61 63 6B 53 77 61 6E 5F 30 30 5F 44 4F 54 5F 45 6E 68 61 6E,ModifierOwnerEntity
other,11612393,0xB130E9,11612394,0xB130EA,1,04,4,0xB130EE,61 62 00 02 A8 0F 0E F6 02 0C 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69 74 79,61 74 61 72 5F 42 6C 61 63 6B 53 77 61 6E 5F 30 30 5F 44 4F 54 5F 45 6E 68 61 6E 63 65 02 E4 1B, MAv
mechanic_symbol,11612394,0xB130EA,11612395,0xB130EB,1,20,32,0xB1310B,62 00 02 A8 0F 0E F6 02 0C 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69 74 79 04,02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 67 45 66 66 65 63 74 73 2F 45 66,MAvatar_BlackSwan_00_DOT_Enhance
entity_selector,11612436,0xB13114,11612437,0xB13115,1,0B,11,0xB13120,6C 61 63 6B 53 77 61 6E 5F 30 30 5F 44 4F 54 5F 45 6E 68 61 6E 63 65 02 E4 1B 82 84 80 01 0C 01,67 45 66 66 65 63 74 73 2F 45 66 66 5F 50 72 65 66 61 62 2F 45 66 66 5F 41 76 61 74 61 72 2F 45,ParamEntity
resource,11612437,0xB13115,11612438,0xB13116,1,50,80,0xB13166,61 63 6B 53 77 61 6E 5F 30 30 5F 44 4F 54 5F 45 6E 68 61 6E 63 65 02 E4 1B 82 84 80 01 0C 01 0B,30 5F 43 61 72 64 5F 44 4F 54 5F 48 69 74 5F 4C 76 32 5F 41 64 76 61 6E 63 65 64 2E 70 72 65 66,aramEntitygEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_0
resource,11612438,0xB13116,11612439,0xB13117,1,61,97,0xB13178,63 6B 53 77 61 6E 5F 30 30 5F 44 4F 54 5F 45 6E 68 61 6E 63 65 02 E4 1B 82 84 80 01 0C 01 0B 50,5F 41 64 76 61 6E 63 65 64 2E 70 72 65 66 61 62 00 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D,ramEntitygEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2
resource,11612440,0xB13118,11612441,0xB13119,1,61,97,0xB1317A,53 77 61 6E 5F 30 30 5F 44 4F 54 5F 45 6E 68 61 6E 63 65 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72,64 76 61 6E 63 65 64 2E 70 72 65 66 61 62 00 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E,mEntitygEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_A
resource,11612441,0xB13119,11612442,0xB1311A,1,6D,109,0xB13187,77 61 6E 5F 30 30 5F 44 4F 54 5F 45 6E 68 61 6E 63 65 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61,62 00 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 5E 45 66 66 65 63 74 73 2F,EntitygEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_Advanced.prefa
resource,11612442,0xB1311A,11612443,0xB1311B,1,45,69,0xB13160,61 6E 5F 30 30 5F 44 4F 54 5F 45 6E 68 61 6E 63 65 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D,53 77 61 6E 5F 30 30 5F 43 61 72 64 5F 44 4F 54 5F 48 69 74 5F 4C 76 32 5F 41 64 76 61 6E 63 65,ntitygEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_Black
resource,11612445,0xB1311D,11612446,0xB1311E,1,69,105,0xB13187,30 30 5F 44 4F 54 5F 45 6E 68 61 6E 63 65 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E 74,62 00 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 5E 45 66 66 65 63 74 73 2F,tygEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_Advanced.prefa
resource,11612448,0xB13120,11612449,0xB13121,1,67,103,0xB13188,44 4F 54 5F 45 6E 68 61 6E 63 65 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79,00 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 5E 45 66 66 65 63 74 73 2F 45,Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_Advanced.prefab
resource,11612449,0xB13121,11612450,0xB13122,1,45,69,0xB13167,4F 54 5F 45 6E 68 61 6E 63 65 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 67,5F 43 61 72 64 5F 44 4F 54 5F 48 69 74 5F 4C 76 32 5F 41 64 76 61 6E 63 65 64 2E 70 72 65 66 61,ffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00
resource,11612456,0xB13128,11612457,0xB13129,1,2F,47,0xB13158,6E 63 65 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 67 45 66 66 65 63 74 73,61 72 5F 42 6C 61 63 6B 53 77 61 6E 5F 30 30 5F 43 61 72 64 5F 44 4F 54 5F 48 69 74 5F 4C 76 32,Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avat
resource,11612457,0xB13129,11612458,0xB1312A,1,45,69,0xB1316F,63 65 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 67 45 66 66 65 63 74 73 2F,54 5F 48 69 74 5F 4C 76 32 5F 41 64 76 61 6E 63 65 64 2E 70 72 65 66 61 62 00 02 E4 1B 82 84 80,ff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DO
resource,11612461,0xB1312D,11612462,0xB1312E,1,50,80,0xB1317E,1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 67 45 66 66 65 63 74 73 2F 45 66 66 5F,63 65 64 2E 70 72 65 66 61 62 00 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79,refab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_Advan
resource,11612467,0xB13133,11612468,0xB13134,1,2F,47,0xB13163,01 0B 50 61 72 61 6D 45 6E 74 69 74 79 67 45 66 66 65 63 74 73 2F 45 66 66 5F 50 72 65 66 61 62,6E 5F 30 30 5F 43 61 72 64 5F 44 4F 54 5F 48 69 74 5F 4C 76 32 5F 41 64 76 61 6E 63 65 64 2E 70,Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwa
resource,11612468,0xB13134,11612469,0xB13135,1,45,69,0xB1317A,0B 50 61 72 61 6D 45 6E 74 69 74 79 67 45 66 66 65 63 74 73 2F 45 66 66 5F 50 72 65 66 61 62 2F,64 76 61 6E 63 65 64 2E 70 72 65 66 61 62 00 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E,ff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_A
resource,11612472,0xB13138,11612473,0xB13139,1,41,65,0xB1317A,61 6D 45 6E 74 69 74 79 67 45 66 66 65 63 74 73 2F 45 66 66 5F 50 72 65 66 61 62 2F 45 66 66 5F,64 76 61 6E 63 65 64 2E 70 72 65 66 61 62 00 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E,vatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_A
resource,11612478,0xB1313E,11612479,0xB1313F,1,2F,47,0xB1316E,74 79 67 45 66 66 65 63 74 73 2F 45 66 66 5F 50 72 65 66 61 62 2F 45 66 66 5F 41 76 61 74 61 72,4F 54 5F 48 69 74 5F 4C 76 32 5F 41 64 76 61 6E 63 65 64 2E 70 72 65 66 61 62 00 02 E4 1B 82 84,Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_D
resource,11612479,0xB1313F,11612480,0xB13140,1,45,69,0xB13185,79 67 45 66 66 65 63 74 73 2F 45 66 66 5F 50 72 65 66 61 62 2F 45 66 66 5F 41 76 61 74 61 72 2F,66 61 62 00 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 5E 45 66 66 65 63 74,ff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_Advanced.pre
resource,11612483,0xB13143,11612484,0xB13144,1,42,66,0xB13186,66 65 63 74 73 2F 45 66 66 5F 50 72 65 66 61 62 2F 45 66 66 5F 41 76 61 74 61 72 2F 45 66 66 5F,61 62 00 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 5E 45 66 66 65 63 74 73,lackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_Advanced.pref
resource,11612493,0xB1314D,11612494,0xB1314E,1,30,48,0xB1317E,50 72 65 66 61 62 2F 45 66 66 5F 41 76 61 74 61 72 2F 45 66 66 5F 42 6C 61 63 6B 53 77 61 6E 5F,63 65 64 2E 70 72 65 66 61 62 00 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79,0/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_Advan
resource,11612494,0xB1314E,11612495,0xB1314F,1,30,48,0xB1317F,72 65 66 61 62 2F 45 66 66 5F 41 76 61 74 61 72 2F 45 66 66 5F 42 6C 61 63 6B 53 77 61 6E 5F 30,65 64 2E 70 72 65 66 61 62 00 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 5E,/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_Advanc
other,11612495,0xB1314F,11612496,0xB13150,1,2F,47,0xB1317F,65 66 61 62 2F 45 66 66 5F 41 76 61 74 61 72 2F 45 66 66 5F 42 6C 61 63 6B 53 77 61 6E 5F 30 30,65 64 2E 70 72 65 66 61 62 00 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 5E,Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_Advanc
entity_selector,11612562,0xB13192,11612563,0xB13193,1,0B,11,0xB1319E,69 74 5F 4C 76 32 5F 41 64 76 61 6E 63 65 64 2E 70 72 65 66 61 62 00 02 E4 1B 82 84 80 01 0C 01,5E 45 66 66 65 63 74 73 2F 45 66 66 5F 50 72 65 66 61 62 2F 45 66 66 5F 41 76 61 74 61 72 2F 45,ParamEntity
resource,11612563,0xB13193,11612564,0xB13194,1,50,80,0xB131E4,74 5F 4C 76 32 5F 41 64 76 61 6E 63 65 64 2E 70 72 65 66 61 62 00 02 E4 1B 82 84 80 01 0C 01 0B,30 5F 43 61 72 64 5F 44 4F 54 5F 48 69 74 5F 4C 76 32 2E 70 72 65 66 61 62 00 E6 10 06 0C 01 13,aramEntity^Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_0
resource,11612564,0xB13194,11612565,0xB13195,1,61,97,0xB131F6,5F 4C 76 32 5F 41 64 76 61 6E 63 65 64 2E 70 72 65 66 61 62 00 02 E4 1B 82 84 80 01 0C 01 0B 50,2E 70 72 65 66 61 62 00 E6 10 06 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69 74,ramEntity^Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2
resource,11612566,0xB13196,11612567,0xB13197,1,61,97,0xB131F8,76 32 5F 41 64 76 61 6E 63 65 64 2E 70 72 65 66 61 62 00 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72,72 65 66 61 62 00 E6 10 06 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69 74 79 04,mEntity^Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2.p
resource,11612568,0xB13198,11612569,0xB13199,1,45,69,0xB131DE,5F 41 64 76 61 6E 63 65 64 2E 70 72 65 66 61 62 00 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D,53 77 61 6E 5F 30 30 5F 43 61 72 64 5F 44 4F 54 5F 48 69 74 5F 4C 76 32 2E 70 72 65 66 61 62 00,ntity^Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_Black
resource,11612574,0xB1319E,11612575,0xB1319F,1,5E,94,0xB131FD,63 65 64 2E 70 72 65 66 61 62 00 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79,00 E6 10 06 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69 74 79 04 1D 4D 5F 42 6C,Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2.prefab
resource,11612575,0xB1319F,11612576,0xB131A0,1,45,69,0xB131E5,65 64 2E 70 72 65 66 61 62 00 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 5E,5F 43 61 72 64 5F 44 4F 54 5F 48 69 74 5F 4C 76 32 2E 70 72 65 66 61 62 00 E6 10 06 0C 01 13 4D,ffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00
resource,11612582,0xB131A6,11612583,0xB131A7,1,2F,47,0xB131D6,61 62 00 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 5E 45 66 66 65 63 74 73,61 72 5F 42 6C 61 63 6B 53 77 61 6E 5F 30 30 5F 43 61 72 64 5F 44 4F 54 5F 48 69 74 5F 4C 76 32,Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avat
resource,11612583,0xB131A7,11612584,0xB131A8,1,45,69,0xB131ED,62 00 02 E4 1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 5E 45 66 66 65 63 74 73 2F,54 5F 48 69 74 5F 4C 76 32 2E 70 72 65 66 61 62 00 E6 10 06 0C 01 13 4D 6F 64 69 66 69 65 72 4F,ff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DO
resource,11612587,0xB131AB,11612588,0xB131AC,1,50,80,0xB131FC,1B 82 84 80 01 0C 01 0B 50 61 72 61 6D 45 6E 74 69 74 79 5E 45 66 66 65 63 74 73 2F 45 66 66 5F,62 00 E6 10 06 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69 74 79 04 1D 4D 5F 42,refab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2.prefa
resource,11612593,0xB131B1,11612594,0xB131B2,1,2F,47,0xB131E1,01 0B 50 61 72 61 6D 45 6E 74 69 74 79 5E 45 66 66 65 63 74 73 2F 45 66 66 5F 50 72 65 66 61 62,6E 5F 30 30 5F 43 61 72 64 5F 44 4F 54 5F 48 69 74 5F 4C 76 32 2E 70 72 65 66 61 62 00 E6 10 06,Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwa
resource,11612594,0xB131B2,11612595,0xB131B3,1,45,69,0xB131F8,0B 50 61 72 61 6D 45 6E 74 69 74 79 5E 45 66 66 65 63 74 73 2F 45 66 66 5F 50 72 65 66 61 62 2F,72 65 66 61 62 00 E6 10 06 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69 74 79 04,ff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2.p
resource,11612598,0xB131B6,11612599,0xB131B7,1,41,65,0xB131F8,61 6D 45 6E 74 69 74 79 5E 45 66 66 65 63 74 73 2F 45 66 66 5F 50 72 65 66 61 62 2F 45 66 66 5F,72 65 66 61 62 00 E6 10 06 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69 74 79 04,vatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2.p
resource,11612604,0xB131BC,11612605,0xB131BD,1,2F,47,0xB131EC,74 79 5E 45 66 66 65 63 74 73 2F 45 66 66 5F 50 72 65 66 61 62 2F 45 66 66 5F 41 76 61 74 61 72,4F 54 5F 48 69 74 5F 4C 76 32 2E 70 72 65 66 61 62 00 E6 10 06 0C 01 13 4D 6F 64 69 66 69 65 72,Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_D
resource,11612619,0xB131CB,11612620,0xB131CC,1,30,48,0xB131FC,50 72 65 66 61 62 2F 45 66 66 5F 41 76 61 74 61 72 2F 45 66 66 5F 42 6C 61 63 6B 53 77 61 6E 5F,62 00 E6 10 06 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69 74 79 04 1D 4D 5F 42,0/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2.prefa
resource,11612620,0xB131CC,11612621,0xB131CD,1,30,48,0xB131FD,72 65 66 61 62 2F 45 66 66 5F 41 76 61 74 61 72 2F 45 66 66 5F 42 6C 61 63 6B 53 77 61 6E 5F 30,00 E6 10 06 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69 74 79 04 1D 4D 5F 42 6C,/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2.prefab
resource,11612621,0xB131CD,11612622,0xB131CE,1,2F,47,0xB131FD,65 66 61 62 2F 45 66 66 5F 41 76 61 74 61 72 2F 45 66 66 5F 42 6C 61 63 6B 53 77 61 6E 5F 30 30,00 E6 10 06 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69 74 79 04 1D 4D 5F 42 6C,Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2.prefab
entity_selector,11612675,0xB13203,11612676,0xB13204,1,13,19,0xB13217,30 30 5F 43 61 72 64 5F 44 4F 54 5F 48 69 74 5F 4C 76 32 2E 70 72 65 66 61 62 00 E6 10 06 0C 01,04 1D 4D 5F 42 6C 61 63 6B 53 77 61 6E 5F 44 4F 54 5F 44 65 66 65 6E 63 65 49 67 6E 6F 72 65 E6,ModifierOwnerEntity
mechanic_symbol,11612696,0xB13218,11612697,0xB13219,1,1D,29,0xB13236,72 65 66 61 62 00 E6 10 06 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69 74 79 04,E6 10 06 0C 01 19 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 41 64 6A 6F 69 6E 45 6E 74 69 74 79 04,M_BlackSwan_DOT_DefenceIgnore
other,11612731,0xB1323B,11612732,0xB1323C,1,19,25,0xB13255,42 6C 61 63 6B 53 77 61 6E 5F 44 4F 54 5F 44 65 66 65 6E 63 65 49 67 6E 6F 72 65 E6 10 06 0C 01,04 1D 4D 5F 42 6C 61 63 6B 53 77 61 6E 5F 44 4F 54 5F 44 65 66 65 6E 63 65 49 67 6E 6F 72 65 A3,ModifierOwnerAdjoinEntity
mechanic_symbol,11612758,0xB13256,11612759,0xB13257,1,1D,29,0xB13274,E6 10 06 0C 01 19 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 41 64 6A 6F 69 6E 45 6E 74 69 74 79 04,A3 0B 12 01 00 00 00 3F E6 10 06 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69 74,M_BlackSwan_DOT_DefenceIgnore
entity_selector,11612801,0xB13281,11612802,0xB13282,1,13,19,0xB13295,6E 5F 44 4F 54 5F 44 65 66 65 6E 63 65 49 67 6E 6F 72 65 A3 0B 12 01 00 00 00 3F E6 10 06 0C 01,04 1F 4D 5F 42 6C 61 63 6B 53 77 61 6E 5F 30 30 5F 46 6F 72 62 69 64 45 66 66 65 63 74 46 6C 61,ModifierOwnerEntity
mechanic_symbol,11612822,0xB13296,11612823,0xB13297,1,1F,31,0xB132B6,12 01 00 00 00 3F E6 10 06 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69 74 79 04,0A 8E 1E 02 00 E8 CC 99 B3 06 31 0E 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69,M_BlackSwan_00_ForbidEffectFlag
entity_selector,11612868,0xB132C4,11612869,0xB132C5,1,13,19,0xB132D8,30 5F 46 6F 72 62 69 64 45 66 66 65 63 74 46 6C 61 67 0A 8E 1E 02 00 E8 CC 99 B3 06 31 0E 0C 01,00 04 1F 4D 5F 42 6C 61 63 6B 53 77 61 6E 5F 30 30 5F 46 6F 72 62 69 64 45 66 66 65 63 74 46 6C,ModifierOwnerEntity
mechanic_symbol,11612890,0xB132DA,11612891,0xB132DB,1,1F,31,0xB132FA,00 E8 CC 99 B3 06 31 0E 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69 74 79 00 04,F4 08 86 04 0C 01 13 4D 6F 64 69 66 69 65 72 4F 77 6E 65 72 45 6E 74 69 74 79 00 85 80 02 02 20,M_BlackSwan_00_ForbidEffectFlag
entity_selector,11612928,0xB13300,11612929,0xB13301,1,13,19,0xB13314,63 6B 53 77 61 6E 5F 30 30 5F 46 6F 72 62 69 64 45 66 66 65 63 74 46 6C 61 67 F4 08 86 04 0C 01,00 85 80 02 02 20 01 09 01 00 01 01 01 02 04 02 11 00 03 D7 AE F4 89 07 BD F1 EE 94 05 C9 D2 B2,ModifierOwnerEntity
