category,count,first_offset_decimal,first_offset_hex,offsets,value
resource,2,26916793,0x19AB7B9,"0x19AB7B9,0x19ABC52",CasterbEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill02_Ready_Weapon.prefab
resource,2,28179817,0x1ADFD69,"0x1ADFD69,0x1B38C5A",CasterkEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_idleshow01_01_CardPath_00_JNT.prefab
resource,2,28179960,0x1ADFDF8,"0x1ADFDF8,0x1B38CE9",CasterkEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_idleshow01_01_CardPath_01_JNT.prefab
resource,2,16139337,0xF64449,"0xF64449,0xF6463D",DarkTeamCenterdEffects/Eff_Prefab/Eff_GridFight/Eff_Origin/Eff_FollowUp/Eff_GridFight_Origin_BlackSwan_Scene.prefab
resource,2,11587498,0xB0CFAA,"0xB0CFAA,0xC89EC7",Hit\Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill01_Hit_01.prefab
resource,2,11607692,0xB11E8C,"0xB11E8C,0xFF0B26",ModifierOwnerEntityZEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Lv1.prefab
resource,2,11608650,0xB1224A,"0xB1224A,0xC8DDBC",ModifierOwnerEntityZEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Lv2.prefab
resource,2,11609223,0xB12487,"0xB12487,0xC8E002",ModifierOwnerEntityZEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Lv3.prefab
resource,2,11607432,0xB11D88,"0xB11D88,0xFF0A28",ModifierOwnerEntity_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Lv1.prefab
resource,2,11608390,0xB12146,"0xB12146,0xC8DCB8",ModifierOwnerEntity_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Lv2.prefab
resource,2,11608963,0xB12383,"0xB12383,0xC8DEFE",ModifierOwnerEntity_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Lv3.prefab
resource,2,11610823,0xB12AC7,"0xB12AC7,0xC8E431",ModifierOwnerEntityaEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_01.prefab
resource,2,11610201,0xB12859,"0xB12859,0xC8E26E",ModifierOwnerEntityaEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3_01.prefab
resource,2,11607812,0xB11F04,"0xB11F04,0xFF0B9B",ModifierOwnerEntitycEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv1_Card.prefab
resource,2,11608770,0xB122C2,"0xB122C2,0xC8DE34",ModifierOwnerEntitycEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_Card.prefab
resource,2,11609343,0xB124FF,"0xB124FF,0xC8E07A",ModifierOwnerEntitycEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3_Card.prefab
resource,2,11607557,0xB11E05,"0xB11E05,0xFF0AA2",ModifierOwnerEntityhEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Hit_Lv1_Card.prefab
resource,2,11608515,0xB121C3,"0xB121C3,0xC8DD35",ModifierOwnerEntityhEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Hit_Lv2_Card.prefab
resource,2,11609088,0xB12400,"0xB12400,0xC8DF7B",ModifierOwnerEntityhEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Hit_Lv3_Card.prefab
resource,2,11610686,0xB12A3E,"0xB12A3E,0xC8E3A8",ModifierOwnerEntityjEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_01_Advanced.prefab
resource,2,11610064,0xB127D0,"0xB127D0,0xC8E1E5",ModifierOwnerEntityjEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3_01_Advanced.prefab
resource,2,11596218,0xB0F1BA,"0xB0F1BA,0xC8B27F",ParamEntity[Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Common_Prompt.prefab
resource,2,11612563,0xB13193,"0xB13193,0xC8E932",ParamEntity^Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2.prefab
resource,2,11612257,0xB13061,"0xB13061,0xC8E7F7",ParamEntity^Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3.prefab
resource,2,11612437,0xB13115,"0xB13115,0xC8E8B4",ParamEntitygEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_Advanced.prefab
resource,2,11612131,0xB12FE3,"0xB12FE3,0xC8E779",ParamEntitygEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3_Advanced.prefab
resource,2,27997328,0x1AB3490,"0x1AB3490,0x1AB3CBB",Weapon_JNT^Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Common_WeaponEnd.prefab
resource,2,11587105,0xB0CE21,"0xB0CE21,0xC89D36",^Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill01_Card_End.prefab
resource,2,11587266,0xB0CEC2,"0xB0CEC2,0xC89DD7",`Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill01_Card_Start.prefab
resource,2,27997470,0x1AB351E,"0x1AB351E,0x1AB3D49",eEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_MazeSkill01_Card_End_01.prefab
resource,1,2015374,0x1EC08E,0x1EC08E,",^Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv1.prefabgEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv1_Advanced.prefab^Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2.prefabaEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_01.prefabjEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_01_Advanced.prefabgEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_Advanced.prefabcEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_Card.prefab^Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3.prefabaEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3_01.prefabjEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3_01_Advanced.prefabgEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3_Advanced.prefabcEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3_Card.prefabZEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Lv2.prefabZEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Lv3.prefab_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Stack_02.prefab_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Stack_03.prefabhEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Hit_Lv2_Card.prefabhEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Hit_Lv3_Card.prefab_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Lv2.prefab_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Lv3.prefabdEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Stack_02.prefabdEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Stack_03.prefab"
resource,1,2858930,0x2B9FB2,0x2B9FB2,8^Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv1.prefabgEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv1_Advanced.prefabcEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv1_Card.prefab^Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2.prefabaEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_01.prefabjEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_01_Advanced.prefabgEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_Advanced.prefabcEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_Card.prefab^Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3.prefabaEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3_01.prefabjEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3_01_Advanced.prefabgEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3_Advanced.prefabcEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3_Card.prefabZEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Lv1.prefabZEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Lv2.prefabZEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Lv3.prefab\Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Stack.prefab_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Stack_02.prefab_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Stack_03.prefabhEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Hit_Lv1_Card.prefabhEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Hit_Lv2_Card.prefabhEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Hit_Lv3_Card.prefab_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Lv1.prefab_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Lv2.prefab_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Lv3.prefabdEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Stack_01.prefabdEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Stack_02.prefabdEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Stack_03.prefab
resource,1,2861714,0x2BAA92,0x2BAA92,:^Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv1.prefabgEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv1_Advanced.prefabcEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv1_Card.prefab^Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2.prefabaEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_01.prefabjEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_01_Advanced.prefabgEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_Advanced.prefabcEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_Card.prefab^Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3.prefabaEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3_01.prefabjEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3_01_Advanced.prefabgEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3_Advanced.prefabcEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3_Card.prefabZEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Lv1.prefabZEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Lv2.prefabZEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Lv3.prefab\Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Stack.prefab_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Stack_02.prefab_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Stack_03.prefabhEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Hit_Lv1_Card.prefabhEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Hit_Lv2_Card.prefabhEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Hit_Lv3_Card.prefab_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Lv1.prefab_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Lv2.prefab_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Lv3.prefabdEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Stack_01.prefabdEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Stack_02.prefabdEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Stack_03.prefab`Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Common_Shield_Loop.prefab
resource,1,1889803,0x1CD60B,0x1CD60B,>^Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv1.prefabgEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv1_Advanced.prefabcEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv1_Card.prefab^Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2.prefabaEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_01.prefabjEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_01_Advanced.prefabgEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_Advanced.prefabcEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv2_Card.prefab^Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3.prefabaEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3_01.prefabjEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3_01_Advanced.prefabgEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3_Advanced.prefabcEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Hit_Lv3_Card.prefabZEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Lv1.prefabZEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Lv2.prefabZEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Lv3.prefab\Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Stack.prefab_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Stack_02.prefab_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_DOT_Stack_03.prefabhEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Hit_Lv1_Card.prefabhEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Hit_Lv2_Card.prefabhEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Hit_Lv3_Card.prefab_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Lv1.prefab_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Lv2.prefab_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Lv3.prefabdEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Stack_01.prefabdEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Stack_02.prefabdEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Card_UltraDOT_Stack_03.prefab{Effects/Eff_Prefab/Eff_BattleEvent/Eff_BlackSwan_00_BattleEvent_01/Eff_Character_BlackSwan_00_BattleEvent_01_Hand_01.prefab
resource,1,25656376,0x1877C38,0x1877C38,@^Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_MazeAttack01_Hit.prefab
resource,1,32207913,0x1EB7429,0x1EB7429,CardSD_JNTUCharacters/EmotionClip/Avatar/BlackSwan_00/Avatar_Lady_BlackSwan_00_EmotionClip.asset
resource,1,26920876,0x19AC7AC,0x19AC7AC,CasterQEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Die.prefab
resource,1,28177523,0x1ADF473,0x1ADF473,CasterYEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_MazeSkill01.prefab
resource,1,28179318,0x1ADFB76,0x1ADFB76,CasterZEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_MazeAttack01.prefab
resource,1,26919892,0x19AC3D4,0x19AC3D4,Caster[Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_Ready.prefab
resource,1,28177645,0x1ADF4ED,0x1ADF4ED,Caster\Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_MazeSkill01_01.prefab
resource,1,28177398,0x1ADF3F6,0x1ADF3F6,Caster\Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_MazeSkill01_02.prefab
resource,1,27293752,0x1A07838,0x1A07838,Caster\Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_Card_A.prefab
resource,1,28179436,0x1ADFBEC,0x1ADFBEC,Caster]Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_MazeAttack01_01.prefab
resource,1,26918232,0x19ABD58,0x19ABD58,Caster]Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill03_Hand_01.prefab
resource,1,28179557,0x1ADFC65,0x1ADFC65,Caster^Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_MazeAttack01_Die.prefab
resource,1,26918083,0x19ABCC3,0x19ABCC3,Caster_Effects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_Skill02_Weapon_01.prefab
resource,1,28177893,0x1ADF5E5,0x1ADF5E5,CasteraEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_MazeSkill01_Card_01.prefab
resource,1,28000894,0x1AB427E,0x1AB427E,CasterbEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_MazeSkill01_Card_End.prefab
resource,1,28178019,0x1ADF663,0x1ADF663,CastereEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_MazeSkill01_CardPath_00.prefab
resource,1,28178149,0x1ADF6E5,0x1ADF6E5,CastereEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_MazeSkill01_CardPath_01.prefab
resource,1,28178279,0x1ADF767,0x1ADF767,CastereEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_MazeSkill01_CardPath_02.prefab
resource,1,28178409,0x1ADF7E9,0x1ADF7E9,CastereEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_MazeSkill01_CardPath_03.prefab
resource,1,28178539,0x1ADF86B,0x1ADF86B,CastereEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_MazeSkill01_CardPath_04.prefab
resource,1,28178669,0x1ADF8ED,0x1ADF8ED,CastereEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_MazeSkill01_CardPath_05.prefab
resource,1,28178799,0x1ADF96F,0x1ADF96F,CastereEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_MazeSkill01_CardPath_06.prefab
resource,1,28178929,0x1ADF9F1,0x1ADF9F1,CastereEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_MazeSkill01_CardPath_07.prefab
resource,1,28179059,0x1ADFA73,0x1ADFA73,CastereEffects/Eff_Prefab/Eff_Avatar/Eff_BlackSwan_00/Eff_Avatar_BlackSwan_00_MazeSkill01_CardPath_08.prefab
